,name,neighborhood,property_type,room_type,amenities,price
1424,Private Basement Apt in sought-out SE Neighborhood,Sellwood-Moreland Improvement League,Entire rental unit,Entire home/apt,"[""Portable fans"", ""Coffee maker"", ""Cooking basics"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""TV"", ""Kitchen"", ""Microwave"", ""Keypad"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Clothing storage"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Shower gel"", ""Wifi"", ""Hot water"", ""Dryer"", ""Backyard"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Private entrance"", ""Essentials"", ""Hot water kettle"", ""Smoke alarm"", ""Toaster"", ""Freezer"", ""Dedicated workspace: table"", ""Free washer \u2013 In unit"", ""Fire extinguisher""]",88.0
1425,Modern Oasis- hip/cute/walkable/close to downtown,Kerns,Entire rental unit,Entire home/apt,"[""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Free street parking"", ""TV"", ""Kitchen"", ""Microwave"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Stove"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Hangers"", ""Wifi"", ""Hot water"", ""Backyard"", ""Long term stays allowed"", ""Heating"", ""Private entrance"", ""Essentials"", ""Hot water kettle"", ""Smoke alarm"", ""Bathtub"", ""Oven"", ""Bed linens"", ""BBQ grill""]",95.0
1426,Quaint Basement Studio w/ Hot Tub and Private Deck,Hayhurst,Entire guest suite,Entire home/apt,"[""Outdoor dining area"", ""Coffee maker"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Fire pit"", ""Private hot tub"", ""Cable TV"", ""Microwave"", ""Drying rack for clothing"", ""Dishes and silverware"", ""42\"" TV with Netflix, standard cable"", ""Central air conditioning"", ""First aid kit"", ""Carbon monoxide alarm"", ""Indoor fireplace"", ""Shampoo"", ""Eco Friendly Bar Soap body soap"", ""Hangers"", ""Wine glasses"", ""Wifi"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Private patio or balcony"", ""Heating"", ""Luggage dropoff allowed"", ""Outdoor furniture"", ""Private entrance"", ""Shared fenced garden or backyard"", ""Essentials"", ""Free parking on premises"", ""Smoke alarm"", ""Eco Friendly Shampoo Conditioner conditioner"", ""Mini fridge"", ""Toaster"", ""Freezer"", ""Bed linens"", ""Dining table"", ""Dedicated workspace: table"", ""Free washer \u2013 In unit"", ""Fire extinguisher"", ""Clothing storage: dresser""]",68.0
1427,Mid Century Portland Sanctuary.,King,Entire guest suite,Entire home/apt,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""TV"", ""Kitchen"", ""Dishes and silverware"", ""Stove"", ""Carbon monoxide alarm"", ""Indoor fireplace"", ""Refrigerator"", ""Hangers"", ""Wifi"", ""Dryer"", ""Backyard"", ""Long term stays allowed"", ""Lockbox"", ""Heating"", ""Essentials"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Oven"", ""Dishwasher"", ""BBQ grill"", ""Fire extinguisher"", ""Patio or balcony""]",532.0
1428,"New, Modern Chef's Dream in Historic Turret House",Irvington,Entire rental unit,Entire home/apt,"[""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Kitchen"", ""Cable TV"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Stove"", ""First aid kit"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Dryer"", ""Backyard"", ""Long term stays allowed"", ""Lockbox"", ""Luggage dropoff allowed"", ""Heating"", ""Private entrance"", ""Essentials"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""TV with standard cable"", ""Oven"", ""Bed linens"", ""Dishwasher"", ""BBQ grill"", ""Fire extinguisher"", ""Patio or balcony""]",139.0
1429,Beach Vibes Getaway near Burnside/Laurelhurst!,Kerns,Entire rental unit,Entire home/apt,"[""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""TV"", ""Kitchen"", ""Dishes and silverware"", ""Stove"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Shower gel"", ""Wifi"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Lockbox"", ""Luggage dropoff allowed"", ""Heating"", ""Private entrance"", ""Essentials"", ""Smoke alarm"", ""Washer"", ""Oven"", ""Air conditioning"", ""Bed linens"", ""Dishwasher""]",66.0
1430,Urban Cabin Studio ~ Breweries & Local Eateries,Kerns,Entire rental unit,Entire home/apt,"[""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""TV"", ""Kitchen"", ""Dishes and silverware"", ""Stove"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Shower gel"", ""Wifi"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Lockbox"", ""Luggage dropoff allowed"", ""Heating"", ""Private entrance"", ""Essentials"", ""Smoke alarm"", ""Washer"", ""Oven"", ""Air conditioning"", ""Bed linens"", ""Dishwasher""]",66.0
1431,★ Walkable+1BR+Hot Tub,Concordia,Entire guest suite,Entire home/apt,"[""Portable fans"", ""Security cameras on property"", ""Laundromat nearby"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""45\"" HDTV with Roku"", ""Kitchen"", ""Microwave"", ""Extra pillows and blankets"", ""Body soap"", ""Smart lock"", ""Dishes and silverware"", ""Stove"", ""First aid kit"", ""Clothing storage"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Shower gel"", ""Wine glasses"", ""Wifi"", ""Shared hot tub"", ""Hot water"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Outdoor furniture"", ""Private entrance"", ""Shared fenced garden or backyard"", ""Essentials"", ""Hot water kettle"", ""Smoke alarm"", ""Free parking on premises"", ""Toaster"", ""Room-darkening shades"", ""Freezer"", ""Bed linens"", ""Dining table"", ""Fire extinguisher""]",71.0
1432,Cozy Camper in Wooded SW Neighborhood,Markham,Entire guesthouse,Entire home/apt,"[""Portable fans"", ""Ethernet connection"", ""Cooking basics"", ""Board games"", ""Hair dryer"", ""Clothing storage: closet"", ""Iron"", ""Free street parking"", ""Dr Bronners body soap"", ""Fire pit"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Kitchen"", ""Microwave"", ""Barbecue utensils"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""27\"" TV"", ""Portable heater"", ""Dishes and silverware"", ""BBQ grill"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wine glasses"", ""Safe"", ""Wifi"", ""Shared hot tub"", ""Hot water"", ""Dryer"", ""2 burners gas stove"", ""Backyard"", ""EV charger"", ""Lockbox"", ""Free washer \u2013 In building"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Cleaning products"", ""Fireplace guards"", ""Outdoor furniture"", ""Conditioner"", ""Private entrance"", ""Essentials"", ""Hot water kettle"", ""Bathtub"", ""Mini fridge"", ""Toaster"", ""toaster over oven"", ""Freezer"", ""Bed linens"", ""Dining table"", ""Baking sheet"", ""Outdoor dining area"", ""Bluetooth sound system"", ""Fire extinguisher"", ""Shared patio or balcony""]",28.0
1433,"Bright, Modern NE PDX Guesthouse w/ Loft",Beaumont-Wilshire,Entire guesthouse,Entire home/apt,"[""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""TV"", ""Kitchen"", ""Microwave"", ""Keypad"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Stove"", ""First aid kit"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Dryer"", ""Backyard"", ""Long term stays allowed"", ""Private patio or balcony"", ""Heating"", ""Luggage dropoff allowed"", ""Outdoor furniture"", ""Essentials"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Oven"", ""Air conditioning"", ""Bed linens"", ""Dishwasher"", ""Fire extinguisher""]",148.0
1434,Overlook Victorian Mansion (5 Bedroom 10 Guest),Overlook,Entire residential home,Entire home/apt,"[""Children\u2019s books and toys"", ""Ethernet connection"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Kitchen"", ""Cable TV"", ""Microwave"", ""Keypad"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Stove"", ""First aid kit"", ""Carbon monoxide alarm"", ""Indoor fireplace"", ""Crib"", ""Shampoo"", ""Refrigerator"", ""Hangers"", ""Pocket wifi"", ""Wifi"", ""Hot water"", ""Dryer"", ""Backyard"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Private entrance"", ""High chair"", ""Essentials"", ""Free parking on premises"", ""Smoke alarm"", ""Bathtub"", ""Washer"", ""TV with standard cable"", ""Oven"", ""Air conditioning"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Dishwasher"", ""Children\u2019s dinnerware"", ""BBQ grill"", ""Fire extinguisher"", ""Patio or balcony""]",295.0
1435,"Beautiful ""Music Studio"" on the End of the Street",Multnomah,Entire guest suite,Entire home/apt,"[""Portable fans"", ""Security cameras on property"", ""Children\u2019s books and toys"", ""Coffee maker"", ""Clothing storage: wardrobe"", ""Dedicated workspace"", ""Board games"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Cable TV"", ""Microwave"", ""Barbecue utensils"", ""Extra pillows and blankets"", ""Body soap"", ""Smart lock"", ""Dishes and silverware"", ""First aid kit"", ""Carbon monoxide alarm"", ""Indoor fireplace"", ""Shampoo"", ""Hangers"", ""Wine glasses"", ""Wifi"", ""Hot water"", ""Backyard"", ""Long term stays allowed"", ""Private patio or balcony"", ""Heating"", ""Cleaning products"", ""Luggage dropoff allowed"", ""Outdoor furniture"", ""Gym"", ""Conditioner"", ""Private entrance"", ""Essentials"", ""Hot water kettle"", ""Smoke alarm"", ""TV with standard cable"", ""Mini fridge"", ""Free parking on premises"", ""Toaster"", ""Bed linens"", ""BBQ grill"", ""Fire extinguisher""]",80.0
1436,Hip & Cozy w/ Gorgeous Private Backyard,Overlook,Entire bungalow,Entire home/apt,"[""Portable fans"", ""Laundromat nearby"", ""Ethernet connection"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""TV"", ""Kitchen"", ""Microwave"", ""Extra pillows and blankets"", ""Smart lock"", ""Dishes and silverware"", ""Stove"", ""First aid kit"", ""Carbon monoxide alarm"", ""Indoor fireplace"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wine glasses"", ""Wifi"", ""Hot water"", ""Dryer"", ""Backyard"", ""Long term stays allowed"", ""Private patio or balcony"", ""Heating"", ""Cleaning products"", ""Luggage dropoff allowed"", ""Outdoor furniture"", ""Record player"", ""Private entrance"", ""Eco Bars body soap"", ""Essentials"", ""Hot water kettle"", ""Smoke alarm"", ""Bathtub"", ""Washer"", ""Oven"", ""Toaster"", ""Freezer"", ""Bed linens"", ""Dining table"", ""Dishwasher"", ""Clothing storage: walk-in closet and closet"", ""Fire extinguisher""]",271.0
1437,"New listing! Charming, dog-friendly studio w/ free WiFi in a great neighborhood",Irvington,Entire rental unit,Entire home/apt,"[""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Free street parking"", ""TV"", ""Kitchen"", ""Microwave"", ""Dishes and silverware"", ""Stove"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Wifi"", ""Hot water"", ""Dryer"", ""Backyard"", ""Long term stays allowed"", ""Lockbox"", ""Luggage dropoff allowed"", ""Heating"", ""Private entrance"", ""Essentials"", ""Smoke alarm"", ""Washer"", ""Dishwasher"", ""Fire extinguisher""]",159.0
1438,"Quirky Micro Apt - Foodies, Artists, Coffee Lovers",Buckman,Entire rental unit,Entire home/apt,"[""Security cameras on property"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Kitchen"", ""Cable TV"", ""Microwave"", ""Body soap"", ""Dishes and silverware"", ""Stove"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Shower gel"", ""Wifi"", ""Hot water"", ""Dryer"", ""Lockbox"", ""Luggage dropoff allowed"", ""Heating"", ""Cleaning products"", ""Private entrance"", ""Essentials"", ""Smoke alarm"", ""Washer"", ""TV with standard cable"", ""Oven"", ""Air conditioning"", ""Freezer"", ""Bed linens"", ""Keurig coffee machine""]",66.0
1439,2-Bedroom apartment nestled in FoPo,Foster-Powell,Entire rental unit,Entire home/apt,"[""Single level home"", ""Coffee maker"", ""Cooking basics"", ""Hair dryer"", ""Iron"", ""Clothing storage: closet"", ""Free street parking"", ""TV"", ""Kitchen"", ""Microwave"", ""Body soap"", ""Dishes and silverware"", ""Paid dryer \u2013 In building"", ""First aid kit"", ""Carbon monoxide alarm"", ""Electric stove"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Shower gel"", ""Wine glasses"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Lockbox"", ""Cleaning products"", ""Conditioner"", ""Essentials"", ""Hot water kettle"", ""Smoke alarm"", ""Bathtub"", ""Washer"", ""Oven"", ""Free parking on premises"", ""Air conditioning"", ""Toaster"", ""Bed linens"", ""Central heating"", ""Dedicated workspace: table"", ""Dining table"", ""Baking sheet"", ""Fire extinguisher"", ""Keurig coffee machine""]",126.0
1440,The Heart of Multnomah Village,Multnomah,Entire bungalow,Entire home/apt,"[""Laundromat nearby"", ""Children\u2019s books and toys"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Clothing storage: dresser and closet"", ""Iron"", ""Free street parking"", ""TV"", ""Kitchen"", ""Microwave"", ""Extra pillows and blankets"", ""Body soap"", ""Dishes and silverware"", ""Stove"", ""First aid kit"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wine glasses"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Lockbox"", ""Luggage dropoff allowed"", ""Heating"", ""Cleaning products"", ""Outdoor furniture"", ""Conditioner"", ""Private entrance"", ""Shared fenced garden or backyard"", ""Essentials"", ""Hot water kettle"", ""Smoke alarm"", ""Free parking on premises"", ""Mini fridge"", ""Oven"", ""Air conditioning"", ""Toaster"", ""Freezer"", ""Bed linens"", ""Dining table"", ""Outdoor dining area"", ""BBQ grill"", ""Fire extinguisher"", ""Shared patio or balcony""]",120.0
1441,"Portland Soul, Central! Porch Time!",Rose City Park,Private room in residential home,Private room,"[""Dedicated workspace"", ""Hair dryer"", ""Free street parking"", ""Iron"", ""Kitchen"", ""Dishes and silverware"", ""First aid kit"", ""Carbon monoxide alarm"", ""Indoor fireplace"", ""Host greets you"", ""Hangers"", ""Wifi"", ""Hot water"", ""Backyard"", ""Long term stays allowed"", ""Heating"", ""Essentials"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Fire extinguisher"", ""Patio or balcony""]",40.0
1442,Lovely Laurelhurst Craftsman Apt,Buckman,Entire residential home,Entire home/apt,"[""Children\u2019s books and toys"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""TV"", ""Kitchen"", ""Microwave"", ""Keypad"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Stove"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Dryer"", ""Backyard"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Essentials"", ""Smoke alarm"", ""Washer"", ""Oven"", ""Air conditioning"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Dishwasher"", ""Fire extinguisher"", ""Patio or balcony""]",110.0
1443,Orange room w/Queen bed and central air con!,Woodstock,Private room in residential home,Private room,"[""Children\u2019s books and toys"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Kitchen"", ""Cable TV"", ""Microwave"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Stove"", ""First aid kit"", ""Carbon monoxide alarm"", ""Indoor fireplace"", ""Host greets you"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Dryer"", ""Backyard"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Babysitter recommendations"", ""Private entrance"", ""Essentials"", ""Smoke alarm"", ""Bathtub"", ""Washer"", ""TV with standard cable"", ""Oven"", ""Air conditioning"", ""Bed linens"", ""Dishwasher"", ""Children\u2019s dinnerware"", ""Fire extinguisher"", ""Patio or balcony""]",55.0
1444,Bright & Modern Home in Lovely Roseway,Roseway,Entire bungalow,Entire home/apt,"[""Portable fans"", ""Single level home"", ""Pour-over coffee"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Kitchen"", ""Microwave"", ""Extra pillows and blankets"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""Fast wifi \u2013 88 Mbps"", ""Stove"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wine glasses"", ""Hot water"", ""Long term stays allowed"", ""Lockbox"", ""Cleaning products"", ""Conditioner"", ""Essentials"", ""Hot water kettle"", ""Smoke alarm"", ""Bathtub"", ""Oven"", ""Free parking on premises"", ""Toaster"", ""Freezer"", ""Bed linens"", ""Window AC unit"", ""Central heating"", ""Dishwasher"", ""Private garden or backyard"", ""Free washer \u2013 In unit"", ""Rice maker"", ""Patio or balcony"", ""Keurig coffee machine""]",99.0
1445,Historic Northwest Portland Home,Northwest District,Private room in residential home,Private room,"[""Refrigerator"", ""Essentials"", ""Kitchen"", ""Smoke alarm"", ""Washer"", ""Bathtub"", ""Wifi"", ""Hot water"", ""Dryer"", ""Air conditioning"", ""Long term stays allowed"", ""Heating"", ""Hair dryer"", ""Free street parking"", ""First aid kit"", ""Carbon monoxide alarm""]",80.0
1446,✔ Hot Tub ✔Pool ✔WalkScore 71  ✔Kitchen ✔W/D,Kenton,Private room in residential home,Private room,"[""Security cameras on property"", ""Laundromat nearby"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Clothing storage: dresser and closet"", ""Iron"", ""Free street parking"", ""Fire pit"", ""Google  Bluetooth sound system"", ""Kitchen"", ""Microwave"", ""Barbecue utensils"", ""Keypad"", ""Extra pillows and blankets"", ""Body soap"", ""Dishes and silverware"", ""Stove"", ""BBQ grill"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shared pool"", ""Indoor fireplace"", ""Refrigerator"", ""Shampoo"", ""Private fenced garden or backyard"", ""Hangers"", ""Shower gel"", ""Wine glasses"", ""Wifi"", ""Shared hot tub"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Cleaning products"", ""Ceiling fan"", ""Outdoor furniture"", ""Conditioner"", ""Essentials"", ""Hot water kettle"", ""Smoke alarm"", ""Bathtub"", ""Washer"", ""Oven"", ""Free parking on premises"", ""75\"" HDTV with Netflix, Amazon Prime Video, Apple TV, HBO Max"", ""Room-darkening shades"", ""Air conditioning"", ""Freezer"", ""Toaster"", ""Bed linens"", ""Dining table"", ""Dishwasher"", ""Nespresso machine"", ""Baking sheet"", ""Rice maker"", ""Fire extinguisher"", ""Shared patio or balcony""]",40.0
